source_file,technique,feature,temperature,medium,source_folder_path,source_folder_name,filename,model_name,scale,scale_err,background,background_err,peak_pos,peak_pos_err,peak_hwhm,peak_hwhm_err,d_nm,xi_nm_1_over_hwhm,lorentz_area_proxy,source_path
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,D2O,SANS\Fitting\ionomer peak\80_D2O,80_D2O,0RH.txt.txt,peak_lorentz,0.097591,0.0053153,0.056596,0.0059678,0.22967,0.0018246,0.053397,0.0063815,2.7357448979751755,1.872764387512407,0.016371048632750143,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_D2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,D2O,SANS\Fitting\ionomer peak\80_D2O,80_D2O,40RH.txt.txt,peak_lorentz,0.058525,0.006158,0.070522,0.0068813,0.22676,0.0023033,0.02528,0.0081705,2.770852578576286,3.9556962025316453,0.004648024030097942,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_D2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,D2O,SANS\Fitting\ionomer peak\80_D2O,80_D2O,80RH.txt.txt,peak_lorentz,0.033388,0.0081589,0.019498,0.0092348,0.23228,0.0062275,0.071817,0.028719,2.7050048679092416,1.392427976662907,0.007532992533620229,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_D2O\80RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,H2O,SANS\Fitting\ionomer peak\80_H2O,80_H2O,0RH.txt.txt,peak_lorentz,256.3,3170600.0,-256.26,3170600.0,0.21972,0.010211,12.191,75424.0,2.859632854168754,0.008202772537117545,9816.073693029746,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_H2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,H2O,SANS\Fitting\ionomer peak\80_H2O,80_H2O,40RH.txt.txt,peak_lorentz,0.088634,0.0063729,0.049644,0.007356,0.22347,0.0019961,0.052981,0.0078329,2.8116459959634788,1.8874690926936073,0.014752661346146813,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_H2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,80,H2O,SANS\Fitting\ionomer peak\80_H2O,80_H2O,80RH.txt.txt,peak_lorentz,0.19833,0.015686,0.083698,0.018083,0.22354,0.0010738,0.049497,0.0062475,2.8107655485280425,2.0203244641089357,0.030840198297616993,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\80_H2O\80RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,D2O,SANS\Fitting\ionomer peak\rt_D2O,rt_D2O,0RH.txt.txt,peak_lorentz,0.18097,0.02069,0.016117,0.022596,0.20126,0.001387,0.068249,0.0096517,3.1219245290567357,1.4652229336693576,0.038801878502977366,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_D2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,D2O,SANS\Fitting\ionomer peak\rt_D2O,rt_D2O,20RH.txt.txt,peak_lorentz,0.10485,0.01627,0.041191,0.018212,0.1943,0.0019884,0.057029,0.012512,3.2337546614408574,1.7534938364691648,0.018785123898248858,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_D2O\20RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,D2O,SANS\Fitting\ionomer peak\rt_D2O,rt_D2O,40RH.txt.txt,peak_lorentz,0.044219,0.02624,0.00099029,0.029198,0.1889,0.0037045,0.042836,0.03354,3.3261965628266728,2.334485012606219,0.005950695112580694,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_D2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,D2O,SANS\Fitting\ionomer peak\rt_D2O,rt_D2O,60RH.txt.txt,peak_lorentz,0.090014,0.016583,0.0,0.019132,0.18051,0.0018933,0.039274,0.011551,3.480796247952793,2.5462137801089777,0.011106189249675978,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_D2O\60RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,D2O,SANS\Fitting\ionomer peak\rt_D2O,rt_D2O,70RH.txt.txt,peak_lorentz,0.48355,0.0070196,1.7347e-18,100000000.0,0.14376,0.00046267,0.032684,0.00083464,4.3706074757787885,3.059601028025946,0.04965082419989506,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_D2O\70RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,0RH.txt.txt,peak_lorentz,0.16702,0.012439,0.031072,0.014079,0.20024,0.0014536,0.064118,0.0073804,3.1378272608767412,1.559624442434262,0.033643279159154604,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,10RH.txt.txt,peak_lorentz,0.23709,0.016684,0.056383,0.018945,0.19739,0.0012328,0.058621,0.0063885,3.183132533147366,1.7058733218471196,0.043663277495487825,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\10RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,20RH.txt.txt,peak_lorentz,0.41575,0.026778,0.05522,0.029837,0.193,0.00083534,0.057398,0.0051022,3.255536428590459,1.742220983309523,0.07496851193060804,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\20RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,40RH.txt.txt,peak_lorentz,0.72276,0.016348,0.078921,0.01906,0.18767,0.00038162,0.049057,0.0019257,3.3479966468692846,2.038445074097478,0.11138968300697898,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,60RH.txt.txt,peak_lorentz,1.1813,0.013179,0.058917,0.015523,0.18075,0.00026008,0.046999,0.001071,3.4761744438061335,2.1277048447839317,0.17442096871582258,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\60RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,70RH.txt.txt,peak_lorentz,1.6306,0.011256,0.055047,0.012816,0.17533,0.00020715,0.043985,0.00070963,3.583633894473043,2.2735023303398885,0.2253211229468006,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\70RH.txt.txt
master_fits_SANS_SAXS.csv,SANS,ionomer peak,rt,H2O,SANS\Fitting\ionomer peak\rt_H2O,rt_H2O,75RH.txt.txt,peak_lorentz,1.7349,0.015862,0.064329,0.01882,0.17377,0.00019896,0.042733,0.00081822,3.6158055516945304,2.3401118573467814,0.23290976786436776,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SANS\Fitting\ionomer peak\rt_H2O\75RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,D2O,SAXS\Fitting\ionomer peak\50_D2O,50_D2O,20RH.txt.txt,peak_lorentz,0.0049469,21.092,0.010228,0.0002019,0.20897,1.7672,0.00014629,0.3329,3.0067403489398417,683.5737234260714,2.2735140578767612e-06,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_D2O\20RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,D2O,SAXS\Fitting\ionomer peak\50_D2O,50_D2O,40RH.txt.txt,peak_lorentz,0.009232,0.015785,0.005447,0.016027,0.22197,0.0020452,0.068182,0.085268,2.83064617163562,1.466662755565985,0.0019774950490747717,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_D2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,D2O,SAXS\Fitting\ionomer peak\50_D2O,50_D2O,60RH.txt.txt,peak_lorentz,0.017765,0.021779,0.0,0.022021,0.22094,0.001292,0.074967,0.063731,2.8438423586401678,1.333920258246962,0.004183937768841497,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_D2O\60RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,D2O,SAXS\Fitting\ionomer peak\50_D2O,50_D2O,75RH.txt.txt,peak_lorentz,0.0064055,0.00054284,0.013486,0.00075455,0.21739,0.0012332,0.025584,0.0063104,2.8902825829981076,3.9086929330831772,0.000514838901061896,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_D2O\75RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,H2O,SAXS\Fitting\ionomer peak\50_H2O,50_H2O,20RH.txt.txt,peak_lorentz,0.0062715,0.0032684,0.0050079,0.0033554,0.22,0.0030898,0.081558,0.036607,2.8559933214452666,1.2261212879178007,0.0016068963585525189,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_H2O\20RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,H2O,SAXS\Fitting\ionomer peak\50_H2O,50_H2O,40RH.txt.txt,peak_lorentz,0.0078565,0.0011733,0.0083151,0.0013255,0.2195,0.001342,0.038781,0.00873,2.862499000992978,2.5785822954539594,0.0009571896435666391,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_H2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,H2O,SAXS\Fitting\ionomer peak\50_H2O,50_H2O,60RH.txt.txt,peak_lorentz,0.018779,0.0073786,0.0,0.0074979,0.21706,0.0011904,0.088482,0.02603,2.8946767286370525,1.1301733685947424,0.00522008127966405,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_H2O\60RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,H2O,SAXS\Fitting\ionomer peak\50_H2O,50_H2O,75RH.txt.txt,peak_lorentz,0.022261,0.01301,0.0,0.013206,0.22336,0.001081,0.075135,0.032305,2.8130306711942987,1.3309376455713051,0.005254565778815489,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_H2O\75RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,NCMW,SAXS\Fitting\ionomer peak\50_NCMW,50_NCMW,0RH.txt.txt,peak_lorentz,0.0074342,0.046536,0.0032136,0.046744,0.2497,0.0069837,0.10621,0.41309,2.516293675282173,0.9415309292910272,0.002480558777065744,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_NMW\0RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,NCMW,SAXS\Fitting\ionomer peak\50_NCMW,50_NCMW,50RH.txt.txt,peak_lorentz,0.0050062,0.00038676,0.011547,0.00049112,0.22272,0.0014735,0.019764,0.0058233,2.8211140926632483,5.059704513256426,0.00031083714673841775,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_NMW\50RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,50,NCMW,SAXS\Fitting\ionomer peak\50_NCMW,50_NCMW,75RH.txt.txt,peak_lorentz,0.017934,0.014528,0.0,0.014701,0.21776,0.0012163,0.085181,0.048202,2.885371650982543,1.173970721170214,0.0047992102046053005,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\50_NMW\75RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,D2O,SAXS\Fitting\ionomer peak\80_D2O,80_D2O,40RH_D2O.txt.txt,peak_lorentz,158.79,7981600.0,-158.78,7981600.0,0.2279,0.0055221,19.999,502700.0,2.756992236586041,0.005000250012500625,9976.571095773,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_D2O\40RH_D2O.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,D2O,SAXS\Fitting\ionomer peak\80_D2O,80_D2O,80RH_D2O.txt.txt,peak_lorentz,161.45,2993900.0,-161.43,2993900.0,0.22073,0.0030312,-17.394,161260.0,2.8465479577672204,-0.0057491088881223415,-8822.413069440521,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_D2O\80RH_D2O.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,H2O,SAXS\Fitting\ionomer peak\80_H2O,80_H2O,0RH.txt.txt,peak_lorentz,0.0099421,0.017161,0.0,0.017326,0.24638,0.0040057,0.098221,0.11701,2.550201033841865,1.0181122163284837,0.003067837495741996,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_H2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,H2O,SAXS\Fitting\ionomer peak\80_H2O,80_H2O,40RH.txt.txt,peak_lorentz,0.38489,315440.0,0.010683,0.00019755,0.25055,1.2758,3.2983e-05,13.519,2.507757057345674,3031.8649001000513,3.988197483338631e-05,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_H2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,H2O,SAXS\Fitting\ionomer peak\80_H2O,80_H2O,80RH.txt.txt,peak_lorentz,0.013583,0.030148,0.0,0.030283,0.22846,0.0028356,0.11567,0.16001,2.750234311117739,0.8645283997579322,0.004935899506095854,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_H2O\80RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,NCMW,SAXS\Fitting\ionomer peak\80_NCMW,80_NCMW,0RH_NMW.txt.txt,peak_lorentz,0.0056553,0.0039465,0.0045277,0.0041016,0.22959,0.002767,0.056824,0.036837,2.7366981607123946,1.759819794453048,0.0010095720590168854,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_NMW\0RH_NMW.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,NCMW,SAXS\Fitting\ionomer peak\80_NCMW,80_NCMW,50RH_NMW.txt.txt,peak_lorentz,132.49,4240400.0,-132.48,4240400.0,0.23567,0.0034593,12.381,198160.0,2.6660946693170904,0.0080768920119538,5153.338809756177,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_NMW\50RH_NMW.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,80,NCMW,SAXS\Fitting\ionomer peak\80_NCMW,80_NCMW,75RH_NMW.txt.txt,peak_lorentz,48.827,271170.0,-48.814,271170.0,0.23069,0.0019875,7.2379,20103.0,2.7236487525161843,0.013816162146478952,1110.2543736135972,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\80_NMW\75RH_NMW.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,D2O,SAXS\Fitting\ionomer peak\rt_D2O,rt_D2O,0RH.txt.txt,peak_lorentz,0.0065276,0.0040846,0.004724,0.0041736,0.18108,0.0034479,0.096944,0.048374,3.469839467185546,1.0315233536887276,0.001988036444569043,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_D2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,D2O,SAXS\Fitting\ionomer peak\rt_D2O,rt_D2O,20RH.txt.txt,peak_lorentz,0.0054526,0.00052919,0.010919,0.00062985,0.19624,0.0013068,0.032612,0.0063228,3.2017862348041106,3.0663559425978164,0.0005586386063338525,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_D2O\20RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,D2O,SAXS\Fitting\ionomer peak\rt_D2O,rt_D2O,40RH.txt.txt,peak_lorentz,0.018836,0.00068517,0.012263,0.00081932,0.19048,0.0004589,0.036745,0.0025324,3.2986063141429995,2.7214587018641994,0.002174386816249772,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_D2O\40RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,D2O,SAXS\Fitting\ionomer peak\rt_D2O,rt_D2O,60RH.txt.txt,peak_lorentz,0.036457,0.00086392,0.010388,0.00099691,0.18469,0.00029579,0.041862,0.0016481,3.4020170594940637,2.3888012995079064,0.0047945822616354454,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_D2O\60RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,D2O,SAXS\Fitting\ionomer peak\rt_D2O,rt_D2O,70RH.txt.txt,peak_lorentz,0.19176,0.0009295,-0.016662,0.0011123,0.15242,0.00010196,0.036053,0.00039577,4.1222840225558235,2.7736942834160816,0.021719473946870013,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_D2O\70RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,H2O,SAXS\Fitting\ionomer peak\rt_H2O,rt_H2O,0RH.txt.txt,peak_lorentz,21.441,95203.0,-21.431,95203.0,0.19663,0.010756,10.059,22337.0,3.195435745908349,0.009941346058256289,677.5630552532389,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_H2O\0RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,H2O,SAXS\Fitting\ionomer peak\rt_H2O,rt_H2O,10RH.txt.txt,peak_lorentz,0.011603,0.0041765,0.0010059,0.004251,0.19529,0.0024398,0.12255,0.034525,3.217361517322744,0.8159934720522235,0.004467180291029271,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_H2O\10RH.txt.txt
master_fits_SANS_SAXS.csv,SAXS,ionomer peak,rt,H2O,SAXS\Fitting\ionomer peak\rt_H2O,rt_H2O,20RH.txt.txt,peak_lorentz,0.0066258,0.0012169,0.011022,0.0013833,0.19443,0.0012044,0.039208,0.010326,3.231592504849862,2.5504998979800044,0.0008161366569997191,C:\Users\adamm\OneDrive - University College London\Documents\Beamtimes\SANS\D22\ILLData_252_d22_exp_1-10-67_processed\processed\SAXS\Fitting_SASview\ionomer peak\rt_H2O\20RH.txt.txt
